"AwayTeam","HomeTeam","VegasSpread","PredictedSpread","BetAwayOrHomeTeamOnSpread?"
"OKC","SAC","-3.5","-0.712133869389192","don't bet"
"OKC","SAC","-3","-0.506114066414147","don't bet"
"OKC","SAC","-2.5","-0.305411835137153","don't bet"
"OKC","SAC","-2","-0.128064451279233","don't bet"
"OKC","SAC","-1.5","0.138378318377095","don't bet"
"OKC","SAC","-1","0.311081857124323","don't bet"
"OKC","SAC","-0.5","0.532900262879003","don't bet"
"OKC","SAC","0","0.639828377047859","don't bet"
"OKC","SAC","0.5","0.877834680507217","don't bet"
"OKC","SAC","1","1.06775485283991","don't bet"
"OKC","SAC","1.5","1.26960294070299","don't bet"
"OKC","SAC","2","1.42954350960799","don't bet"
"OKC","SAC","2.5","1.65276055545309","don't bet"
"OKC","SAC","3","1.84615157442366","don't bet"
"OKC","SAC","3.5","2.01349948058829","don't bet"
"OKC","SAC","4","2.26039567442446","don't bet"
"OKC","SAC","4.5","2.42804205607721","don't bet"
"OKC","SAC","5","2.68696339165468","don't bet"
"OKC","SAC","5.5","2.89117172267555","don't bet"
"OKC","SAC","6","2.98075243576098","don't bet"
"OKC","SAC","6.5","3.25590939546705","don't bet"
"OKC","SAC","7","3.46871173072542","don't bet"
"OKC","SAC","7.5","3.63427284157317","favor away team"
"OKC","SAC","8","3.74298969727091","favor away team"
"OKC","SAC","8.5","3.89616054916677","favor away team"
"OKC","SAC","9","4.33775832715392","favor away team"
"OKC","SAC","9.5","4.4049276049574","favor away team"
"OKC","SAC","10","4.66510815768525","favor away team"
"OKC","SAC","10.5","4.81193591223072","favor away team"
"OKC","SAC","11","5.01605446138409","favor away team"
"OKC","SAC","11.5","5.25642612706996","favor away team"
"OKC","SAC","12","5.35887803771775","favor away team"
"OKC","SAC","12.5","5.63674600465157","favor away team"
"OKC","SAC","13","5.80178692672976","favor away team"
"OKC","SAC","13.5","5.9959698404047","favor away team"
"OKC","SAC","14","6.22056613446582","favor away team"
"OKC","SAC","14.5","6.36767769344002","favor away team"
"OKC","SAC","15","6.61161449902458","favor away team"
"OKC","SAC","15.5","6.80433073987202","favor away team"
"OKC","SAC","16","7.05188027238544","favor away team"
"OKC","SAC","16.5","7.21949581474098","favor away team"
"OKC","SAC","17","7.39208891442169","favor away team"
"OKC","SAC","17.5","7.60526098957509","favor away team"
"OKC","SAC","18","7.84313250676632","favor away team"
"OKC","SAC","18.5","7.96558556936288","favor away team"
"OKC","SAC","19","8.21761349990005","favor away team"
"OKC","SAC","19.5","8.41216831597082","favor away team"
"OKC","SAC","20","8.58555929762296","favor away team"
"OKC","SAC","20.5","8.77771945291612","favor away team"
"OKC","SAC","21","8.93688270457611","favor away team"
